year,age_group,ukborn,pulmextrapulm,type,policy_change,incidence
2010,15-19,Non-UK Born,NA,fitted,Targeted,0
2010,15-19,Non-UK Born,NA,observed,Universal,0
2010,15-19,Non-UK Born,NA,observed,Targeted,1
2010,15-19,UK Born,Extra-pulmonary only,fitted,Universal,0
2010,15-19,UK Born,Extra-pulmonary only,fitted,Targeted,0
2010,15-19,UK Born,Extra-pulmonary only,observed,Universal,0
2010,15-19,UK Born,Extra-pulmonary only,observed,Targeted,38
2010,15-19,UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2010,15-19,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2010,15-19,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2010,15-19,UK Born,"Pulmonary, with or without EP",observed,Targeted,81
2010,15-19,NA,Extra-pulmonary only,fitted,Universal,0
2010,15-19,NA,Extra-pulmonary only,fitted,Targeted,0
2010,15-19,NA,Extra-pulmonary only,observed,Universal,0
2010,15-19,NA,Extra-pulmonary only,observed,Targeted,1
2010,15-19,NA,"Pulmonary, with or without EP",fitted,Universal,0
2010,15-19,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2010,15-19,NA,"Pulmonary, with or without EP",observed,Universal,0
2010,15-19,NA,"Pulmonary, with or without EP",observed,Targeted,9
2010,20-24,Non-UK Born,Extra-pulmonary only,fitted,Universal,0
2010,20-24,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2010,20-24,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2010,20-24,Non-UK Born,Extra-pulmonary only,observed,Targeted,304
2010,20-24,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2010,20-24,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2010,20-24,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2010,20-24,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,381
2010,20-24,Non-UK Born,NA,fitted,Universal,0
2010,20-24,Non-UK Born,NA,fitted,Targeted,0
2010,20-24,Non-UK Born,NA,observed,Universal,0
2010,20-24,Non-UK Born,NA,observed,Targeted,1
2010,20-24,UK Born,Extra-pulmonary only,fitted,Universal,0
2010,20-24,UK Born,Extra-pulmonary only,fitted,Targeted,0
2010,20-24,UK Born,Extra-pulmonary only,observed,Universal,0
2010,20-24,UK Born,Extra-pulmonary only,observed,Targeted,50
2010,20-24,UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2010,20-24,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2010,20-24,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2010,20-24,UK Born,"Pulmonary, with or without EP",observed,Targeted,84
2010,20-24,NA,Extra-pulmonary only,fitted,Universal,0
2010,20-24,NA,Extra-pulmonary only,fitted,Targeted,0
2010,20-24,NA,Extra-pulmonary only,observed,Universal,0
2010,20-24,NA,Extra-pulmonary only,observed,Targeted,4
2010,20-24,NA,"Pulmonary, with or without EP",fitted,Universal,0
2010,20-24,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2010,20-24,NA,"Pulmonary, with or without EP",observed,Universal,0
2010,20-24,NA,"Pulmonary, with or without EP",observed,Targeted,18
2010,20-24,NA,NA,fitted,Universal,0
2010,20-24,NA,NA,fitted,Targeted,0
2010,20-24,NA,NA,observed,Universal,0
2010,20-24,NA,NA,observed,Targeted,1
2010,25-29,Non-UK Born,Extra-pulmonary only,fitted,Universal,0
2010,25-29,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2010,25-29,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2010,25-29,Non-UK Born,Extra-pulmonary only,observed,Targeted,480
2010,25-29,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2010,25-29,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2010,25-29,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2010,25-29,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,456
2010,25-29,Non-UK Born,NA,fitted,Universal,0
2010,25-29,Non-UK Born,NA,fitted,Targeted,0
2010,25-29,Non-UK Born,NA,observed,Universal,0
2010,25-29,Non-UK Born,NA,observed,Targeted,1
2010,25-29,UK Born,Extra-pulmonary only,fitted,Universal,0
2010,25-29,UK Born,Extra-pulmonary only,fitted,Targeted,0
2010,25-29,UK Born,Extra-pulmonary only,observed,Universal,0
2010,25-29,UK Born,Extra-pulmonary only,observed,Targeted,66
2010,25-29,UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2010,25-29,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2010,25-29,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2010,25-29,UK Born,"Pulmonary, with or without EP",observed,Targeted,106
2010,25-29,UK Born,NA,fitted,Universal,0
2010,25-29,UK Born,NA,fitted,Targeted,0
2010,25-29,UK Born,NA,observed,Universal,0
2010,25-29,UK Born,NA,observed,Targeted,1
2010,25-29,NA,Extra-pulmonary only,fitted,Universal,0
2010,25-29,NA,Extra-pulmonary only,fitted,Targeted,0
2010,25-29,NA,Extra-pulmonary only,observed,Universal,0
2010,25-29,NA,Extra-pulmonary only,observed,Targeted,16
2010,25-29,NA,"Pulmonary, with or without EP",fitted,Universal,0
2010,25-29,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2010,25-29,NA,"Pulmonary, with or without EP",observed,Universal,0
2010,25-29,NA,"Pulmonary, with or without EP",observed,Targeted,19
2010,30-34,Non-UK Born,Extra-pulmonary only,fitted,Universal,0
2010,30-34,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2010,30-34,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2010,30-34,Non-UK Born,Extra-pulmonary only,observed,Targeted,487
2010,30-34,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2010,30-34,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2010,30-34,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2010,30-34,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,347
2010,30-34,Non-UK Born,NA,fitted,Universal,0
2010,30-34,Non-UK Born,NA,fitted,Targeted,0
2010,30-34,Non-UK Born,NA,observed,Universal,0
2010,30-34,Non-UK Born,NA,observed,Targeted,1
2010,30-34,UK Born,Extra-pulmonary only,fitted,Universal,0
2010,30-34,UK Born,Extra-pulmonary only,fitted,Targeted,0
2010,30-34,UK Born,Extra-pulmonary only,observed,Universal,0
2010,30-34,UK Born,Extra-pulmonary only,observed,Targeted,44
2010,30-34,UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2010,30-34,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2010,30-34,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2010,30-34,UK Born,"Pulmonary, with or without EP",observed,Targeted,63
2010,30-34,NA,Extra-pulmonary only,fitted,Universal,0
2010,30-34,NA,Extra-pulmonary only,fitted,Targeted,0
2010,30-34,NA,Extra-pulmonary only,observed,Universal,0
2010,30-34,NA,Extra-pulmonary only,observed,Targeted,15
2010,30-34,NA,"Pulmonary, with or without EP",fitted,Universal,0
2010,30-34,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2010,30-34,NA,"Pulmonary, with or without EP",observed,Universal,0
2010,30-34,NA,"Pulmonary, with or without EP",observed,Targeted,17
2010,30-34,NA,NA,fitted,Universal,0
2010,30-34,NA,NA,fitted,Targeted,0
2010,30-34,NA,NA,observed,Universal,0
2010,30-34,NA,NA,observed,Targeted,1
2010,35-39,Non-UK Born,Extra-pulmonary only,fitted,Universal,0
2010,35-39,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2010,35-39,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2010,35-39,Non-UK Born,Extra-pulmonary only,observed,Targeted,374
2010,35-39,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2010,35-39,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2010,35-39,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2010,35-39,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,272
2010,35-39,Non-UK Born,NA,fitted,Universal,0
2010,35-39,Non-UK Born,NA,fitted,Targeted,0
2010,35-39,Non-UK Born,NA,observed,Universal,0
2010,35-39,Non-UK Born,NA,observed,Targeted,4
2010,35-39,UK Born,Extra-pulmonary only,fitted,Universal,0
2010,35-39,UK Born,Extra-pulmonary only,fitted,Targeted,0
2010,35-39,UK Born,Extra-pulmonary only,observed,Universal,0
2010,35-39,UK Born,Extra-pulmonary only,observed,Targeted,45
2010,35-39,UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2010,35-39,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2010,35-39,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2010,35-39,UK Born,"Pulmonary, with or without EP",observed,Targeted,59
2010,35-39,UK Born,NA,fitted,Universal,0
2010,35-39,UK Born,NA,fitted,Targeted,0
2010,35-39,UK Born,NA,observed,Universal,0
2010,35-39,UK Born,NA,observed,Targeted,1
2010,35-39,NA,Extra-pulmonary only,fitted,Universal,0
2010,35-39,NA,Extra-pulmonary only,fitted,Targeted,0
2010,35-39,NA,Extra-pulmonary only,observed,Universal,0
2010,35-39,NA,Extra-pulmonary only,observed,Targeted,16
2010,35-39,NA,"Pulmonary, with or without EP",fitted,Universal,0
2010,35-39,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2010,35-39,NA,"Pulmonary, with or without EP",observed,Universal,0
2010,35-39,NA,"Pulmonary, with or without EP",observed,Targeted,18
2010,40-44,Non-UK Born,Extra-pulmonary only,fitted,Universal,0
2010,40-44,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2010,40-44,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2010,40-44,Non-UK Born,Extra-pulmonary only,observed,Targeted,263
2010,40-44,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2010,40-44,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2010,40-44,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2010,40-44,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,185
2010,40-44,Non-UK Born,NA,fitted,Universal,0
2010,40-44,Non-UK Born,NA,fitted,Targeted,0
2010,40-44,Non-UK Born,NA,observed,Universal,0
2010,40-44,Non-UK Born,NA,observed,Targeted,2
2010,40-44,UK Born,Extra-pulmonary only,fitted,Universal,0
2010,40-44,UK Born,Extra-pulmonary only,fitted,Targeted,0
2010,40-44,UK Born,Extra-pulmonary only,observed,Universal,0
2010,40-44,UK Born,Extra-pulmonary only,observed,Targeted,42
2010,40-44,UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2010,40-44,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2010,40-44,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2010,40-44,UK Born,"Pulmonary, with or without EP",observed,Targeted,93
2010,40-44,NA,Extra-pulmonary only,fitted,Universal,0
2010,40-44,NA,Extra-pulmonary only,fitted,Targeted,0
2010,40-44,NA,Extra-pulmonary only,observed,Universal,0
2010,40-44,NA,Extra-pulmonary only,observed,Targeted,4
2010,40-44,NA,"Pulmonary, with or without EP",fitted,Universal,0
2010,40-44,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2010,40-44,NA,"Pulmonary, with or without EP",observed,Universal,0
2010,40-44,NA,"Pulmonary, with or without EP",observed,Targeted,16
2010,45-49,Non-UK Born,Extra-pulmonary only,fitted,Universal,0
2010,45-49,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2010,45-49,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2010,45-49,Non-UK Born,Extra-pulmonary only,observed,Targeted,196
2010,45-49,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2010,45-49,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2010,45-49,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2010,45-49,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,152
2010,45-49,Non-UK Born,NA,fitted,Universal,0
2010,45-49,Non-UK Born,NA,fitted,Targeted,0
2010,45-49,Non-UK Born,NA,observed,Universal,0
2010,45-49,Non-UK Born,NA,observed,Targeted,1
2010,45-49,UK Born,Extra-pulmonary only,fitted,Universal,0
2010,45-49,UK Born,Extra-pulmonary only,fitted,Targeted,0
2010,45-49,UK Born,Extra-pulmonary only,observed,Universal,0
2010,45-49,UK Born,Extra-pulmonary only,observed,Targeted,27
2010,45-49,UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2010,45-49,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2010,45-49,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2010,45-49,UK Born,"Pulmonary, with or without EP",observed,Targeted,100
2010,45-49,NA,Extra-pulmonary only,fitted,Universal,0
2010,45-49,NA,Extra-pulmonary only,fitted,Targeted,0
2010,45-49,NA,Extra-pulmonary only,observed,Universal,0
2010,45-49,NA,Extra-pulmonary only,observed,Targeted,7
2010,45-49,NA,"Pulmonary, with or without EP",fitted,Universal,0
2010,45-49,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2010,45-49,NA,"Pulmonary, with or without EP",observed,Universal,0
2010,45-49,NA,"Pulmonary, with or without EP",observed,Targeted,17
2010,50-69,Non-UK Born,Extra-pulmonary only,fitted,Universal,0
2010,50-69,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2010,50-69,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2010,50-69,Non-UK Born,Extra-pulmonary only,observed,Targeted,506
2010,50-69,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2010,50-69,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2010,50-69,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2010,50-69,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,384
2010,50-69,Non-UK Born,NA,fitted,Universal,0
2010,50-69,Non-UK Born,NA,fitted,Targeted,0
2010,50-69,Non-UK Born,NA,observed,Universal,0
2010,50-69,Non-UK Born,NA,observed,Targeted,4
2010,50-69,UK Born,Extra-pulmonary only,fitted,Universal,0
2010,50-69,UK Born,Extra-pulmonary only,fitted,Targeted,0
2010,50-69,UK Born,Extra-pulmonary only,observed,Universal,0
2010,50-69,UK Born,Extra-pulmonary only,observed,Targeted,81
2010,50-69,UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2010,50-69,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2010,50-69,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2010,50-69,UK Born,"Pulmonary, with or without EP",observed,Targeted,272
2010,50-69,NA,Extra-pulmonary only,fitted,Universal,0
2010,50-69,NA,Extra-pulmonary only,fitted,Targeted,0
2010,50-69,NA,Extra-pulmonary only,observed,Universal,0
2010,50-69,NA,Extra-pulmonary only,observed,Targeted,22
2010,50-69,NA,"Pulmonary, with or without EP",fitted,Universal,0
2010,50-69,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2010,50-69,NA,"Pulmonary, with or without EP",observed,Universal,0
2010,50-69,NA,"Pulmonary, with or without EP",observed,Targeted,56
2010,50-69,NA,NA,fitted,Universal,0
2010,50-69,NA,NA,fitted,Targeted,0
2010,50-69,NA,NA,observed,Universal,0
2010,50-69,NA,NA,observed,Targeted,2
2010,70-89,Non-UK Born,Extra-pulmonary only,fitted,Universal,0
2010,70-89,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2010,70-89,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2010,70-89,Non-UK Born,Extra-pulmonary only,observed,Targeted,172
2010,70-89,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2010,70-89,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2010,70-89,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2010,70-89,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,208
2010,70-89,Non-UK Born,NA,fitted,Universal,0
2010,70-89,Non-UK Born,NA,fitted,Targeted,0
2010,70-89,Non-UK Born,NA,observed,Universal,0
2010,70-89,Non-UK Born,NA,observed,Targeted,2
2010,70-89,UK Born,Extra-pulmonary only,fitted,Universal,0
2010,70-89,UK Born,Extra-pulmonary only,fitted,Targeted,0
2010,70-89,UK Born,Extra-pulmonary only,observed,Universal,0
2010,70-89,UK Born,Extra-pulmonary only,observed,Targeted,87
2010,70-89,UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2010,70-89,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2010,70-89,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2010,70-89,UK Born,"Pulmonary, with or without EP",observed,Targeted,221
2010,70-89,UK Born,NA,fitted,Universal,0
2010,70-89,UK Born,NA,fitted,Targeted,0
2010,70-89,UK Born,NA,observed,Universal,0
2010,70-89,UK Born,NA,observed,Targeted,1
2010,70-89,NA,Extra-pulmonary only,fitted,Universal,0
2010,70-89,NA,Extra-pulmonary only,fitted,Targeted,0
2010,70-89,NA,Extra-pulmonary only,observed,Universal,0
2010,70-89,NA,Extra-pulmonary only,observed,Targeted,14
2010,70-89,NA,"Pulmonary, with or without EP",fitted,Universal,0
2010,70-89,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2010,70-89,NA,"Pulmonary, with or without EP",observed,Universal,0
2010,70-89,NA,"Pulmonary, with or without EP",observed,Targeted,45
2010,70-89,NA,NA,fitted,Universal,0
2010,70-89,NA,NA,fitted,Targeted,0
2010,70-89,NA,NA,observed,Universal,0
2010,70-89,NA,NA,observed,Targeted,2
2011,0-4,Non-UK Born,Extra-pulmonary only,fitted,Universal,0
2011,0-4,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2011,0-4,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2011,0-4,Non-UK Born,Extra-pulmonary only,observed,Targeted,6
2011,0-4,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2011,0-4,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2011,0-4,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2011,0-4,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,11
2011,0-4,UK Born,Extra-pulmonary only,fitted,Universal,0
2011,0-4,UK Born,Extra-pulmonary only,fitted,Targeted,0
2011,0-4,UK Born,Extra-pulmonary only,observed,Universal,0
2011,0-4,UK Born,Extra-pulmonary only,observed,Targeted,33
2011,0-4,UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2011,0-4,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2011,0-4,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2011,0-4,UK Born,"Pulmonary, with or without EP",observed,Targeted,63
2011,0-4,UK Born,NA,fitted,Universal,0
2011,0-4,UK Born,NA,fitted,Targeted,0
2011,0-4,UK Born,NA,observed,Universal,0
2011,0-4,UK Born,NA,observed,Targeted,9
2011,0-4,NA,Extra-pulmonary only,fitted,Universal,0
2011,0-4,NA,Extra-pulmonary only,fitted,Targeted,0
2011,0-4,NA,Extra-pulmonary only,observed,Universal,0
2011,0-4,NA,Extra-pulmonary only,observed,Targeted,2
2011,0-4,NA,"Pulmonary, with or without EP",fitted,Universal,0
2011,0-4,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2011,0-4,NA,"Pulmonary, with or without EP",observed,Universal,0
2011,0-4,NA,"Pulmonary, with or without EP",observed,Targeted,2
2011,5-9,Non-UK Born,Extra-pulmonary only,fitted,Universal,0
2011,5-9,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2011,5-9,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2011,5-9,Non-UK Born,Extra-pulmonary only,observed,Targeted,8
2011,5-9,Non-UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2011,5-9,Non-UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2011,5-9,Non-UK Born,"Pulmonary, with or without EP",observed,Universal,0
2011,5-9,Non-UK Born,"Pulmonary, with or without EP",observed,Targeted,16
2011,5-9,UK Born,Extra-pulmonary only,fitted,Universal,0
2011,5-9,UK Born,Extra-pulmonary only,fitted,Targeted,0
2011,5-9,UK Born,Extra-pulmonary only,observed,Universal,0
2011,5-9,UK Born,Extra-pulmonary only,observed,Targeted,15
2011,5-9,UK Born,"Pulmonary, with or without EP",fitted,Universal,0
2011,5-9,UK Born,"Pulmonary, with or without EP",fitted,Targeted,0
2011,5-9,UK Born,"Pulmonary, with or without EP",observed,Universal,0
2011,5-9,UK Born,"Pulmonary, with or without EP",observed,Targeted,37
2011,5-9,UK Born,NA,fitted,Universal,0
2011,5-9,UK Born,NA,fitted,Targeted,0
2011,5-9,UK Born,NA,observed,Universal,0
2011,5-9,UK Born,NA,observed,Targeted,1
2011,5-9,NA,Extra-pulmonary only,fitted,Universal,0
2011,5-9,NA,Extra-pulmonary only,fitted,Targeted,0
2011,5-9,NA,Extra-pulmonary only,observed,Universal,0
2011,5-9,NA,Extra-pulmonary only,observed,Targeted,1
2011,5-9,NA,"Pulmonary, with or without EP",fitted,Universal,0
2011,5-9,NA,"Pulmonary, with or without EP",fitted,Targeted,0
2011,5-9,NA,"Pulmonary, with or without EP",observed,Universal,0
2011,5-9,NA,"Pulmonary, with or without EP",observed,Targeted,3
2011,10-14,Non-UK Born,Extra-pulmonary only,fitted,Universal,0
2011,10-14,Non-UK Born,Extra-pulmonary only,fitted,Targeted,0
2011,10-14,Non-UK Born,Extra-pulmonary only,observed,Universal,0
2011,10-14,Non-UK Born,Extra-pulmonary only,observed,Targeted,36
